headings,label
 କ୍ରିକେଟ୍‌ରୁ ଅବସର ନେବା ପରେ ବାପାଙ୍କ ଇଛା ପୂରଣ କରୁଛନ୍ତି ବୀରେନ୍ଦ୍ର ସେହବାଗ ,sports
" ଲା’ ଲିଗା ଲେଉଟାଣିରେ ଇତିହାସ ରଚିଲେ ମେସି, ଶାସ୍ତ୍ରୀଙ୍କୁ ଆଉ ଟ୍ରୋଲ୍‌ କରିବେନି ବାର୍ସିଲୋନା ପ୍ରଶଂସକ ",sports
" ବତ୍ସଳଙ୍କ ୩୦୨*, ଅଶ୍ବିନଙ୍କ ୨୦୩ : କେରଳ ୬୫୧/୫ରେ ଘୋଷଣା ",sports
 ରାମେଶ୍ବର କପ୍‌ ସେମିରେ ରାଇଜିଂ ଷ୍ଟୁଡେଣ୍ଟ୍‌ ,sports
 ବିଶ୍ବକୁସ୍ତିରେ କାଂସ୍ୟ ଜିତିଲେ ପୂଜା ଧଣ୍ଡା ,sports
" ରୋହିତଙ୍କ ଛକା କୀର୍ତିମାନ, ଗେଲ୍‌ଙ୍କୁ ଟପିଲେ ",sports
 ୩ୟ ଟି-୨୦: ଟସ୍‌ ଜିଣି ଭାରତର ବୋଲିଂ ନିଷ୍ପତ୍ତି ,sports
 କୋହଲି ଓ ଶାସ୍ତ୍ରୀଙ୍କୁ ଏସ୍‌ସିଜି ସଦସ୍ୟତା ,sports
" ରଣଜୀ ଟ୍ରଫି: ଅମ୍ପାୟାରଙ୍କ ସହ ଗିଲ୍‌ଙ୍କ ଯୁକ୍ତିତର୍କ, ଖେଳ ୧୦ ମିନିଟ୍‌ ଅଟକିଲା ",sports
" ଅସ୍ତ୍ରୋପଚାର ପରେ ପାଣ୍ଡ୍ୟା ଫିଟ୍, ୩୭ ବଲରେ ମାରିଲେ ଶତକ ",sports
 ସଫଳତା ସହ ମାଉଣ୍ଟ ସନ୍ଦାକ୍‌ଫୁ ଆରୋହଣ କଲେ ୧୭ ଓଡ଼ିଆ ,sports
 କଟକ ପାଲଟିଲା ଶୁଭ! ନଭଦୀପ ଆରମ୍ଭ କଲେ ଦିନିକିଆ ବୋଲିଂ ,sports
 ଭାରତର ଚତୁର୍ଥ ବିଜୟ ,sports
" ବିଜୟ ହଜାରେ ଟ୍ରଫି : ଓଡ଼ିଶାର ପ୍ରଥମ ବିଜୟ; ବିପ୍ଲବ, ଶୁଭ୍ରା˚ଶୁ, ଗୋବିନ୍ଦଙ୍କ ଅର୍ଧଶତକ ",sports
 ଗାବା ଟେଷ୍ଟ୍‌: ଶ୍ରୀଲଙ୍କା ୧୪୪: ଅଷ୍ଟ୍ରେଲିଆ ୭୨/୨ ,sports
 ମହିଳା ଚାଲେଞ୍ଜର ଟ୍ରଫିରେ କାଜଲ ,sports
 ବିଶ୍ବକପ୍ ପୂର୍ବରୁ ରାଉରକେଲାକୁ ୬୦୦ କୋଟି ,sports
 ପ୍ରଥମ ଶ୍ରେଣୀ କ୍ରିକେଟ୍‌ରେ ବି ୱାର୍ନର ବଲ୍‌ ବିକୃତ କରୁଥିଲେ: କୁକ୍‌ ,sports
 ‘କୁଆଲାଲମ୍ପୁର ଯାଦୁକର’ ସମର୍ପିତ ,sports
 ଏଫ୍‌ଆଇଏଚ୍‌ର ପ୍ଲେୟାର୍‌ ଅଫ୍‌ ଦି ଇୟର୍‌ ପୁରସ୍କାର ଦୌଡ଼ରେ ମନପ୍ରୀତ୍ ,sports
 ଶଙ୍କର ଉଲ୍ଲସିତ ,sports
" ଜାତୀୟ ମାଷ୍ଟର୍ସ ଦୌଡ଼କୁଦ, ଓଡ଼ିଶାକୁ ୧୪ ପଦକ ",sports
" ଆଉ ୧୧ ଦିନ, ଷ୍ଟାର ସ୍ପୋର୍ଟସ୍‌ରେ ସିଧାପ୍ରସାରଣ ",sports
" ଆଇପିଏଲ୍‌: ପୋଲାର୍ଡଙ୍କ ବିସ୍ଫୋରକ ଅର୍ଦ୍ଧଶତକ, ୩ ଓ୍ଵିକେଟରେ ପଂଜାବକୁ ପରାସ୍ତ କଲା ମୁମ୍ବାଇ ",sports
 ନିଃସର୍ତ୍ତ କ୍ଷମା ମାଗିଲେ ପାଣ୍ଡ୍ୟା-ରାହୁଲ ,sports
" ବିମାନକୁ ଅପେକ୍ଷା କରି ତଳେ ଶୋଇ ପଡ଼ିଲେ ଧୋନୀ ଏବଂ ପତ୍ନୀ ସାକ୍ଷୀ, ଭାଇରାଲ ହେଉଛି ଫଟୋ ",sports
 ଆସୁଛି ଆଇପିଏଲ୍ ,sports
" ଚହରଙ୍କ ଅଲ୍‌ରାଉଣ୍ଡ୍‌ ପ୍ରଦର୍ଶନ, ଟେଷ୍ଟ୍‌ ଶୃଙ୍ଖଳାକୁ ୨-୦ରେ ପୋଛିଲା ଭାରତ-ଏ ",sports
" ‘ବିସିସିଆଇ’କୁ କହିଲା ‘ଆଇସିସି’: ୧୬୦ କୋଟି ଟଙ୍କା ଦିଅ, ନଚେତ୍‌ ୨୦୨୩ ବିଶ୍ୱକପ୍‌ ଖେଳି ପାରିବ ନାହିଁ ",sports
" ଗମ୍ଭୀରଙ୍କ ଇଚ୍ଛା, ଆର ଜନ୍ମରେ କ୍ରିକେଟର ହେଲେ ବୋଲିଂରେ ବି ପାଳି ଆରମ୍ଭ କରିବି ",sports
 କରଣଙ୍କ ହସକୁ କୋହଲିଙ୍କ କଟାକ୍ଷ ,sports
 ଜାତୀୟ ପୁରୁଷ ହକି ଶିବିରରେ ୪ ଓଡ଼ିଆ ,sports
" ବିଶ୍ୱକପ: ରୋହିତଙ୍କ ଶତକ, କୋହଲି-ରାହୁଲଙ୍କ ବିସ୍ଫୋରକ ବ୍ୟାଟିଂ, ପାକିସ୍ତାନକୁ ୩୩୭ ରନ୍‌ ଟାର୍ଗେଟ ଦେଲା ଟିମ୍‌… ",sports
 ୱେଲିଂଟନ୍‌ ଟେଷ୍ଟ୍‌: ମେଣ୍ଡିସ୍‌ ଓ ମାଥ୍ୟୁସ୍‌ ଲଢ଼ିଲେ ,sports
 ହଲ୍‌ ଅଫ୍‌ ଫେମ୍‌ରେ ଦ୍ରାବିଡ  ,sports
 ଓଡ଼ିଶା ଗ୍ରୁପ୍‌ ବିଜେତା ,sports
 ଅତନୁ-ଦୀପିକାଙ୍କ ବିବାହ ମଙ୍ଗଳବାର ,sports
" ବିରାଟ କୋହଲିଙ୍କୁ ନେଇ ଏହି ପର୍ଣ୍ଣଷ୍ଟାର କରିଥିବା ଟୁଇଟ୍‌ ଇଣ୍ଟରନେଟ୍‌ରେ ଲଗାଇଲା ନିଆଁ, ଟ୍ରୋଲ କରିବାକୁ ଲାଗିଲେ… ",sports
" କେବଳ କୋହଲି, ଧୋନି ",sports
 ଜାତୀୟ ମାଷ୍ଟର୍ସ ସନ୍ତରଣରେ ଲକ୍ଷ୍ମୀଙ୍କୁ ରୌପ୍ୟ ,sports
" କଳିଙ୍ଗ ଷ୍ଟାଡିୟମ୍‌ରେ ଜାନୁଆରି ୧୮ରୁ ପ୍ରୋ-ହକି ଲିଗ୍, ଭାରତ ସହ ଲଢ଼ିବେ ନେଦରଲାଣ୍ଡ୍ସ ",sports
" ଗୋଲ୍ଡ କପ୍‌ ମହିଳା ଫୁଟ୍‌ବଲ୍‌: ଭାରତ ବିଦା, ମିଆଁମାର-ନେପାଳ ଫାଇନାଲ୍‌ ",sports
" ଜୋକୋଭିକ, ହାଲେପଙ୍କୁ ଶୀର୍ଷ ମାନ୍ୟତା ",sports
 ଆଇଏସ୍‌ଏଲ ବ୍ଲାଷ୍ଟର୍ସକୁ ହରାଇ ଗୋଆ ଶୀର୍ଷରେ ,sports
" ଜାତୀୟ ଭାରୋତ୍ତୋଳନରେ କାହ୍ନୁଙ୍କୁ କାଂସ୍ୟ, ଚାନୁଙ୍କୁ ସ୍ବର୍ଣ୍ଣ ",sports
" ସେରମ୍‌, ଅସିଥା, ସୁଖମ୍‌ ଓ ଶ୍ରେୟା ପ୍ରଥମ ",sports
" ଆରମ୍ଭରୁ ଇଂଲଣ୍ଡ, ଦକ୍ଷିଣ ଆଫ୍ରିକାର ଆତ୍ମସମର୍ପଣ ",sports
" ଆଡିଲେଡ୍‌ ଟେଷ୍ଟ, ବର୍ଷା ବାଧାପ୍ରାପ୍ତ ତୃତୀୟ ଦିନରେ ବୁମରା, ସାମି ଅଷ୍ଟ୍ରେଲିଆକୁ ୨୩୫ରେ ରନ୍‌ରେ ସୀମିତ ରଖିଲେ ",sports
 ବାରବାଟୀ ଦିନିକିଆ ଆଉ ୫ ଦିନ : ଆଜି ସକାଳ ୧୦ଟାରୁ ଅଫ୍‌ଲାଇନ୍‌ ଟିକଟ୍‌ ବିକ୍ରି  ,sports
 କଟକରେ ଜାତୀୟ ଉପକନିଷ୍ଠ ବାସ୍କେଟବଲ ,sports
" ଇଣ୍ଡିଜର ଶୋଚନୀୟ ପରାଜୟ, ୨୨୪ ରନରେ ହାରିଲା  ",sports
 ଉତ୍କଳ କରାଟେ ସ୍କୁଲ୍‌ ବୁଲିଲେ ନାରଙ୍ଗ ,sports
 ରିଅଲ୍‌ କଶ୍ମୀର ସହ ପଏଣ୍ଟ୍‌ ବାଣ୍ଟିଲା: ସମ୍ମାନ ସହ ଘରୋଇ ଅଭିଯାନ ଶେଷ କଲା ଆରୋଜ ,sports
 ଭୁବନେଶ୍ୱରରେ ୨୨ରୁ ଇଣ୍ଡିଆନ୍‌ ଓପନ୍‌ ଗେଟ୍‌ବଲ୍‌ ଟୁର୍ଣ୍ଣାମେଣ୍ଟ ,sports
 ଅଧା ରହିଗଲା ଆନ୍ତର୍ଜାତିକ ବ୍ୟାଡ୍‌ମିଣ୍ଟନ ଏକାଡେମି ସ୍ବପ୍ନ ,sports
 ଓଭରଥ୍ରୋ ଚୌକା ନ ଦେବାକୁ ଅମ୍ପାୟାରଙ୍କୁ ଷ୍ଟୋକ୍ସ କହିଥିଲେ ,sports
 ରାହାଣେଙ୍କ କ୍ରିକେଟ ଜୀବନକୁ ଦ୍ରାବିଡ଼ ଓ ସଚିନ ପ୍ରଭାବିତ କରିଛନ୍ତି ,sports
 ନ୍ୟୁଜିଲାଣ୍ଡ୍ ଗସ୍ତ ପାଇଁ ମହିଳା ଦଳ ଘୋଷିତ ,sports
 ସତ୍ୟପୀରଙ୍କୁ ‘ଏସିଆନ୍‌ ଇନ୍‌ସ୍ପିରେସନ୍’ ପୁରସ୍କାର ,sports
 ସସ୍ମିତା ଓ ଅଜୟଙ୍କୁ ସମ୍ବର୍ଧନା ,sports
" ବୁମ୍‌ରାଙ୍କ ସଂଘର୍ଷର କାହାଣୀ: ହଳେ ଜୋତା, ଗୋଟିଏ ଟି-ସାର୍ଟରେ ଖେଳୁଥିଲେ ",sports
 ଡୋରୁ ଏଆଇଏଫ୍‌ଏଫ୍‌ର ନୂଆ ‌ବୈଷୟିକ ନିର୍ଦେଶକ ,sports
 ଯୁବରାଜ ବିଦାୟୀ ସମ୍ବର୍ଧନାର ହକ୍‌ଦାର ଥିଲେ: ରୋହିତ ,sports
" କଳିଙ୍ଗ ଷ୍ଟାଡିୟମ୍‌ରେ ସୀତା, ବିଶେଷ ଓ ପ୍ରସନ୍ନା ଶିଖାଇଲେ ବାସ୍କେଟ୍‌ବଲ ",sports
 ସିନ୍ଧୁଙ୍କ ୫୦ କୋଟିର ଚୁକ୍ତି ,sports
 ବିଜୟଙ୍କ ବିଶ୍ବକପ୍‌ ପ୍ରଚାର ,sports
 ଆତଙ୍କବାଦୀ ଆକ୍ରମଣ ଘଟଣାର ୧୦ ବର୍ଷ ପରେ ପାକିସ୍ତାନ ପହଞ୍ଚିଲା ଶ୍ରୀଲଙ୍କା କ୍ରିକେଟ୍‌ ଟିମ୍‌ ,sports
 ୨୦୦୬ ଭାରତ-ପାକିସ୍ତାନ ଟେଷ୍ଟ୍ : ଇର୍ଫାନ୍‌ଙ୍କ ହ୍ୟାଟ୍ରିକ୍ ପରେ କରାଚିରେ କଂପନ ,sports
 ବିଶ୍ବକପ୍‌ ଦଳ ଓ ଖେଳାଳି ,sports
 ଦୀର୍ଘ ସାଢେ ୨ ବର୍ଷର ବ୍ୟବଧାନ ପରେ ପୁଣି ଥରେ ଆସନ୍ତା ଡିସେମ୍ବର ୨୨ ତାରିଖରେ ବାରବାଟୀରେ ହେବାକୁ ଯାଉଛି… ,sports
" ପ୍ରଥମ ଏସ୍ଆର୍‌ ଅନଲାଇନ୍‌ ଚେସ୍‌: ମନୀଷ ବିଜେତା, ତେଜାସ ଦ୍ବିତୀୟ ",sports
 ମନ୍ଥରତମ ପାୱାର ପ୍ଲେ ,sports
 ସଚିନ ତେନ୍ଦୁଲକରଙ୍କ କୋଚ୍‌ ରମାକାନ୍ତ ଆଚରେକରଙ୍କ ୮୭ ବର୍ଷ ବୟସରେ ପରଲୋକ ,sports
" ଆଡିଲେଡ ଟି-୨୦ : ଶ୍ରୀଲଙ୍କାର ଶୋଚନୀୟ ପରାଜୟ, ୧୩୪ ରନରେ ହରାଇଲା ଅଷ୍ଟ୍ରେଲିଆ ",sports
 ଭାରତକୁ ଝଟ୍‌କା ଦେବାର ଶ୍ରେଷ୍ଠ ସୁଯୋଗ: ଫିଞ୍ଚ୍‌ ,sports
 ନୀରୋଜଙ୍କ ଟୋକିଓ ଅଲିମ୍ପିକ୍ସ ଯୋଗ୍ୟତା ,sports
 ଭାରତ (୬) ବନାମ ପାକିସ୍ତାନ (୫) ,sports
 ଭାରତ-ପାକ୍‌ କ୍ରିକେଟ୍‌ ସଂପର୍କ ପୁନଃଆରମ୍ଭ ବିଶ୍ବ ଚାହେଁ: ସୋଏବ୍‌ ,sports
 ଭାରତ ଆସିବେ ଟାଇସନ୍‌ ,sports
" ଜାତୀୟ ଅସିଚାଳନା ପ୍ରତିଯୋଗିତା: ଦ୍ୱିତୀୟ ଦିନ ମଣିପୁର, ମହାରାଷ୍ଟ୍ରର ଆଧିପତ୍ୟ ",sports
 କେବଳ ରୋହିତ ଶର୍ମା ହିଁ ଟି-୨୦ ଦ୍ବିଶତକ ମାରି ପାରିବେ: ବ୍ରାଡ୍‌ ହଗ୍‌ ,sports
" କିଟ୍‌ ଚେସ୍‌ ମହୋତ୍ସବ: ବିଶାଳ ବିଜେତା, ମିରାକଲ୍‌ ଉପବିଜେତା ",sports
 ୧୯୭୫ ବିଶ୍ବ ବିଜେତା ଦଳକୁ ସମ୍ବର୍ଧିତ କରିବେ ଓଡ଼ିଶା ସରକାର ,sports
 ଭାରତ-ନିଉଜିଲାଣ୍ଡ୍‌ ଦ୍ୱିତୀୟ ଟି-୨୦ରେ ଟସ୍‌ ଜିଣି ବ୍ୟାଟିଙ୍ଗ୍‌ କରିବାକୁ ନିଷ୍ପତ୍ତି ନେଲେ ଓ୍ଵିଲିୟମ୍‌ସନ୍‌ ,sports
 ଧୋନି ଦିନିକିଆ ଛାଡ଼ିବା ସଙ୍କେତ ଦେଲେ ଶାସ୍ତ୍ରୀ ,sports
" ଭାରତ ଏବଂ ବାଂଲାଦେଶ ଦ୍ବିତୀୟ ଟେଷ୍ଟ୍‌ ଉଦ୍‌ଘାଟନ କଲେ ମମତା, ହାସିନା ",sports
" ରାଜକୋଟ ଟି-୨୦: ରୋହିତ କହିଲେ- ବ୍ୟାଟିଂ ଲାଇନ୍‌ ଠିକ୍‌ ଅଛି, ପିଚ ଉପରେ ବୋଲିଂ ସଂଯୋଜନା ନିର୍ଭର କରିବ ",sports
 ଜାତୀୟ କନିଷ୍ଠ ଦୌଡ଼କୁଦ ଲାଗି ଓଡ଼ିଶା ଦଳ ,sports
 ସର୍ବଭାରତୀୟ ପୁଲିସ ହକି ସେମିରେ ଓଡ଼ିଶା ,sports
 ଆଇପିଏଲ୍‌: ବେଙ୍ଗାଲୁରୁକୁ ୫ ଓ୍ଵିକେଟରେ ପରାସ୍ତ କଲା ମୁମ୍ବାଇ ଇଣ୍ଡିଆନସ୍‌ ,sports
" ମହିଳା କ୍ରିକେଟ୍‌କୁ ବଡ଼ ଝଟ୍‌କା, ଅନିଶ୍ଚିତତାରେ ୧୬୮ ମ୍ୟାଚ୍‌ ",sports
 ଡେଙ୍ଗା ଆଫ୍‌ଗାନୀ ପ୍ରଶଂସକଙ୍କୁ ମିଳିଳାନି ହୋଟେଲ୍‌ ,sports
 ହରି ପ୍ରସାଦ ‘କାଇ’ର ନୂଆ ବୈଷୟିକ ନିର୍ଦେଶକ ,sports
 ବିଶ୍ବ ଦୌଡ଼କୁଦ: ହିଟ୍‌ରେ ଅଟକିଲେ ଦୂତି ,sports
 ବାଂଲାଦେଶ ବିପକ୍ଷ ମ୍ୟାଚ୍‌ ପାଇଁ ଟିମ୍‌ ଇଣ୍ଡିଆର ରଣ ନୀତି: କେଦାର ଯାଦବଙ୍କ ସ୍ଥାନରେ ରବୀନ୍ଦ୍ର ଜାଡେଜାଙ୍କୁ… ,sports
 ସର୍ବଭାରତୀୟ ‌ଲେଗ୍‌ କ୍ରିକେଟ୍‌ ଲାଗି ଓଡ଼ିଶା ଦଳ ,sports
 ଓସ୍‌ଜା ପାଳିଲା ଅଶୋକ ପଟ୍ଟନାୟକ ସ୍ମୃତି ସଭା ,sports
 ଜାତୀୟ ଉପକନିଷ୍ଠ ବାଳିକା ଫୁଟବଲ୍‌: ଓଡ଼ିଶା-ଉତ୍ତରାଖଣ୍ତ ମ୍ୟାଚ୍‌ ଅମୀମା˚ସିତ ,sports
 ରାଜ୍ୟ ପୁଲିସ ଫୁଟ୍‌ବଲ୍‌: କୋରାପୁଟର କୀର୍ତିମାନ ,sports
" ବିସିସିଆଇ ମହିଳା ଦିନିକିଆ, ସରିତାଙ୍କ ଅର୍ଧଶତକ ସତ୍ତ୍ବେ ଓଡ଼ିଶା ପରାସ୍ତ ",sports
" ଓଡ଼ିଶା ପୁରୁଷ ହକି ବିଶ୍ୱକପ୍‌: ତ୍ରୟୋଦଶ ଦିନରେ ସର୍ବନିମ୍ନ ୩ଟି ଗୋଲ, ଆସନ୍ତାକାଲି ପାକିସ୍ତାନକୁ ଭେଟିବ ବେଲଜିୟମ ",sports
 ଟ୍ବେଣ୍ଟି-୨୦ରୁ ଅବସର ନେଲେ ମିତାଲି ,sports
 ସାଇନାଙ୍କ ନୂଆ ପାଳି ,sports
 ଶନିବା‌ରରୁ ସର୍ବଭାରତୀୟ ଭଲିବଲ୍ ,sports
 ସ୍ବାର୍ଥ ପାଇଁ ଆଫ୍ରିଦି ଅନେକଙ୍କ ଖେଳ ଜୀବନ ନଷ୍ଟ କରିଛନ୍ତି: ଫରହତ ,sports
 ୭ କ୍ରୀଡ଼ାବିତ୍‌ ପାଇଲେ ପୁରସ୍କାର ,sports
" ଭାରତ ଗସ୍ତ ଲାଗି ଟିମ୍‌ ଘୋଷଣା କଲା ଅଷ୍ଟ୍ରେଲିଆ, ଖେଳିବେନି ଦୁଇ ମିସେଲ୍‌ ",sports
 ଭାରତର ପ୍ରଥମ ପ୍ରତିଦ୍ବନ୍ଦ୍ବୀ ନ୍ୟୁଜିଲାଣ୍ଡ୍‌ ,sports
 ସବୁ ବର୍ଗ ଅନ୍ତଃଜିଲ୍ଲାରେ ଖେଳୁଥିଲେ ସଦସ୍ୟତା ମିଳିପାରେ: ପଲ୍ଲାଇ ,sports
 ଜିଏଫ୍‌ଜି ସୁପରସଟ୍‌ ଲିଗ୍‌:ରୢାଗିଂ ବୁଲ୍‌ସ ଆଇ ବିଜେତା ,sports
" ସିଲି ପଏଣ୍ଟ୍‌: ରସିକିଆ ରୋନାଲ୍‌ଡୋ, ‘ଶ୍ରେଷ୍ଠ ଗୋଲ୍‌ଠାରୁ ବାନ୍ଧବୀଙ୍କ ସହ ସମ୍ଭୋଗ ଅଧିକ ମଜାଦାର’ ",sports
" ନେଟ୍‌ ବୋଲର ଭୂମିକାରେ ଓଡ଼ିଶାର ୪୦ ଖେଳାଳି: ବିରାଟଙ୍କୁ ଆଉଟ କଲେ ସୌରଭ, ଛକା ମାରି ଜବାବ ଦେଲେ କୋହଲି ",sports
" ସେମିରେ ଭାରତ, ଚତୁର୍ଥ ଶତକ ସହ ରୋହିତଙ୍କ କୀର୍ତ୍ତିମାନ ",sports
 ସୋନାଲିଙ୍କୁ ଅପହରଣ କରିବାକୁ ଚାହୁଁଥିଲେ ଅଖତର ,sports
 ଆଇଏସ୍‌ଏସ୍‌ଏଫ୍ ବିଶ୍ବକପ୍‌: ସୌରଭଙ୍କୁ ସ୍ବର୍ଣ୍ଣ ,sports
 ମହିଳା ହକି: ଭାରତ ୪-୦ରେ ଶୃଙ୍ଖଳା ଜିତିଲା ,sports
" ୱେଷ୍ଟଇଣ୍ଡିଜ୍‌ ବିପକ୍ଷରେ ରାହାଣେଙ୍କ ଶତକ, ଭାରତ ୪୧୮ ରନ୍‌ରେ ଆଗୁଆ ",sports
 କ୍ରିକେଟ୍‌ ସହ ରାଜନୀତି ମୈଦାନକୁ ଓହ୍ଲାଇଛନ୍ତି ଏହି ସବୁ କ୍ରିକେଟ୍‌ ତାରକା ,sports
 ପ୍ରଥମ ଦିନିକିଆ ବର୍ଷା ବାଧାପ୍ରାପ୍ତ ,sports
 କରୋନା ବିପକ୍ଷ ଲଢ଼େଇ ପାଇଁ ପାଣ୍ଠି ସଂଗ୍ରହ : ବିଶ୍ବକପ୍‌ ଫାଇନାଲ୍‌ର ସାର୍ଟ ନିଲାମ କରିବେ ବଟ୍ଟଲର୍‌ ,sports
" ଆଇପିଏଲ୍‌: ପରାଜୟର ପ୍ରତିଶୋଧ ପାଇଁ ରଣନୀତି କରିଛି ମୁମ୍ବାଇ, ଟସ୍‌ ଜିଣି ବୋଲିଂ ନିଷ୍ପତ୍ତି, ପଂଜାବ କରୁଛି ବ୍ୟାଟିଂ ",sports
 ମହିଳା ଟ୍ବେଣ୍ଟି-୨୦: ପଣ୍ତିଚେରୀକୁ ହରାଇଲା ଓଡ଼ିଶା ,sports
 ‌ମହିଳା ହକି: ପୁଣି ଭାରତ-ଗ୍ରେଟ୍‌ ବ୍ରିଟେନ୍‌ ମ୍ୟାଚ୍‌ ଅମୀମାଂସିତ ,sports
 ଜାତୀୟ ବାଳିକା ଫୁଟ୍‌ବଲ୍‌ ଲାଗି ଓଡ଼ିଶା ଦଳ ,sports
 ଭାରତ-ଚୀନ୍ ଚେସ୍ ସମ୍ମିଳନୀ ଦିନେ ଘୁଞ୍ଚିଲା: ଆଜି ଉଦ୍‌ଘାଟନ ,sports
" ଆଘାତ ପରେ ପ୍ରତିଯୋଗିତାକୁ ଫେରିଲେ ୱେଟଲିଫଟର ମୀରାବାଇ ଚାନୁ, ଜିତିଲେ ସ୍ୱର୍ଣ୍ଣପଦକ ",sports
 ମଙ୍ଗଳବାରଠୁ ଭାରତ-ଅଷ୍ଟ୍ରେଲିଆ ଦିନିକିଆ ଶୃଙ୍ଖଳା ଆରମ୍ଭ ,sports
 କରୋନା କାଳରେ ଏମିତି କଟୁଛି ତାରକାଙ୍କ ସମୟ : ଜୋରାବର ସହ ନାଚିଲେ ଧାୱନ ,sports
 ବିରାଟ ବିଜୟ ପରେ ପାକିସ୍ତାନୀ ରିପୋର୍ଟରଙ୍କ ଏହି ପ୍ରଶ୍ନର ସ୍ମିତହାସ୍ୟ ଦେଇ ମଜାକିଆ ଉତ୍ତର ଦେଲେ ‘ମ୍ୟାନ୍‌ ଅଫ୍‌ ଦ… ,sports
" ରହିବାକୁ ଘର ନ ଥିଲା କି ପେଟ ପୂରା ଖାଦ୍ୟ ମିଳୁ ନଥିଲା, ତଥାପି ସେ ହେଲେ ପ୍ରଥମ ଶ୍ରେଣୀ କ୍ରିକେଟରେ ଦ୍ବିଶତକ… ",sports
 ଦୂତିଙ୍କ ୨୦୦ ମିଟର ଦମ୍ ,sports
 ସ୍ବାଧୀନତା ଦିବସ ପରେ ମୁଖ୍ୟ ପ୍ରଶିକ୍ଷକ ଚୟନ ,sports
 ସଇନିଙ୍କ ଭବିଷ୍ୟତ ଉଜ୍ବଳ: କୋହଲି ,sports
 ଆଜି ଦୂତିଙ୍କ ଦୌଡ଼ ,sports
" ଭାରତ ପହଞ୍ଚିଲା ଦକ୍ଷିଣ ଆଫ୍ରିକା, ୧୫ରୁ ଟ୍ବେଣ୍ଟି-୨୦ ଶୃଙ୍ଖଳା ",sports
" ‘ମୁଁ ସିଦ୍ଧୁ ନୁହେଁ, ସେଭଳି କହିପାରିବି ନାହିଁ’ ଆକାଶ‌ ଚୋପ୍ରା ଖୋଲିଲେ ଗୋପନ ପେଡ଼ି ",sports
 ଜାତୀୟ ଉପକନିଷ୍ଠ ଫୁଟ୍‌ବଲ୍‌ ଓଡ଼ିଶା ବିଜୟୀ ,sports
" ଦିନିକିଆରେ ସର୍ବାଧିକ ଷ୍ଟମ୍ପିଂ, ଶ୍ରେଷ୍ଠ ୫ରେ ଧୋନି ପ୍ରଥମ ",sports
 କୋହଲି-ରାହାଣେଙ୍କ ଶତକୀୟ ଭାଗୀଦାରି ,sports
" ଇନ୍ଦ୍ରାଣୀଙ୍କ ଅର୍ଧଶତକରେ ଓଡ଼ିଶା ବିଜୟୀ, ୧୯ ବର୍ଷରୁ କମ୍‌ ମହିଳା ଦିନିକିଆ ",sports
 ଯୁବ ଅଲିମ୍ପିକ୍ସ: ପ‌ନୱାରଙ୍କୁ ରୌପ୍ୟ ,sports
 ରଣଜୀ ଟ୍ରଫି କ୍ବାର୍ଟର ଫାଇନାଲ୍‌ : ଆଜିଠୁ ଓଡ଼ିଶା-ବେଙ୍ଗଲ ଅଗ୍ନିପରୀକ୍ଷା ,sports
 ଗାବ୍ରିଏଲ୍‌ ଚାରିଟି ଦିନିକିଆରୁ ବାସନ୍ଦ ,sports
 ଅ‌ାଂଶିକାଙ୍କ ନୂଆ ସିବିଏସ୍ଇ ଜାତୀୟ କୀର୍ତିମାନ ,sports
 ଚାରୁଲତାଙ୍କୁ ଦେଇଥିବା ପ୍ରତିଶ୍ରୁତି ରଖିଲେ କୋହଲି ,sports
 ପ୍ରୟାସ ହେଲେ ସର୍ବକନିଷ୍ଠ ,sports
" ତଣ୍ଡ ଗଣିବେ କ୍ୟାପ୍‌ଟେନ୍‌ କୋହଲି, ମାତ୍ରାଧିକ ଅପିଲ୍‌ ପାଇଁ ୨୫% ମ୍ୟାଚ୍‌ ଫି’ କାଟ୍‌ ",sports
" ମହିଳା ଏଫ୍‌ଆଇଏଚ୍‌ ସିରିଜ୍‌ ଫାଇନାଲ୍‌ସ, ବିଜୟରୁ ଭାରତର ଅଭିଯାନ ",sports
" ଇଣ୍ଡିଆନ୍ ଗ୍ରାଁ ପ୍ରି-୫, ଦୂତିଙ୍କୁ ସ୍ବର୍ଣ୍ଣ ",sports
 ଭାରତୀୟ ହକି ଶିବିରରେ ଯୋଗଦେଲେ ଗୋଭର୍ସ ,sports
 ଜାତୀୟ କରାଟେ: ଓଡ଼ିଶାକୁ ୬ ପଦକ ,sports
 ଜାପାନ୍‌ ଓପନ୍‌:ଦ୍ବିତୀୟ ପର୍ଯ୍ୟାୟରେ ସିନ୍ଧୁ ,sports
" ଭାରତ-ଇଂଲଣ୍ଡ ମହାମୁକାବଲା: ଟସ୍‌ ଜିଣି ବ୍ୟାଟିଂ ନିଷ୍ପତ୍ତି ନେଲା ଇଂଲଣ୍ଡ, ବିଜୟ ଶଙ୍କରଙ୍କ ସ୍ଥାନରେ ରିଷବ ପନ୍ଥ ",sports
 ଦୂତି ପୁଣି ଦେଶର ଏକ ନମ୍ବର ଧାବିକା ,sports
 ମୋର୍ଗାନ୍‌ ଇ˚ଲଣ୍ଡ ପାଇଁ ମୂଲ୍ୟବାନ ,sports
